timeStamp,RefrigerationMachine2-Input-0-Power,System-Output-0Power,System-Input-0Power,RefrigerationMachine2-Output-Power,RefrigerationMachine1-Output-Power,RefrigerationMachine1-Input-0-Power,RefrigerationMachine1-Power-State-0,RefrigerationMachine1-Power-State-1,RefrigerationMachine1-Power-State-2,RefrigerationMachine2-Power-State-0,RefrigerationMachine2-Power-State-1,RefrigerationMachine2-Power-State-2
0,0;0,0;0,9270296299607993;46,99760780009339;0,927029629960714;8,526512829121202E-14;46,99760780009339;1,0;0,0;0,0;1,0;0,0;0,0
1,0;0,0;786,2150211282767;245,62697213504063;0,927029629960714;785,2879914983159;245,62697213504063;1,0;0,0;-0,0;1,0;-0,0;-0,0
2,0;0,0;1586,8008774203784;448,1257515031581;0,927029629960714;1585,8738477904176;448,1257515031581;0,0;1,0;-0,0;1,0;-0,0;-0,0
3,0;0,0;1599,0570296299609;451,22580110144224;0,927029629960714;1598,13;451,22580110144224;-0,0;0,0;1,0;1,0;-0,0;-0,0
4,0;0,0;25,246671713450553;53,148975324102395;0,927029629960714;24,31964208348984;53,148975324102395;-0,0;-0,0;1,0;1,0;-0,0;-0,0
5,0;0,0;0,9270296299607993;46,99760780009339;0,927029629960714;8,526512829121202E-14;46,99760780009339;1,0;-0,0;-0,0;1,0;-0,0;-0,0
6,0;0,0;786,2150211282767;245,62697213504063;0,927029629960714;785,2879914983159;245,62697213504063;1,0;0,0;-0,0;1,0;-0,0;-0,0
7,0;0,0;1599,0570296299609;451,22580110144224;0,927029629960714;1598,13;451,22580110144224;0,0;1,0;0,0;1,0;-0,0;-0,0
8,0;0,0;607,8435273210141;200,51;0,927029629960714;606,9164976910533;200,51;-0,0;-0,0;1,0;1,0;-0,0;-0,0
9,0;0,0;1586,800877420378;448,125751503158;0,927029629960714;1585,8738477904171;448,125751503158;0,0;1,0;-0,0;1,0;-0,0;-0,0
10,0;0,0;1599,0570296299609;451,22580110144224;0,927029629960714;1598,13;451,22580110144224;-0,0;0,0;1,0;1,0;-0,0;-0,0
11,0;0,0;1586,8008774203774;448,1257515031579;0,927029629960714;1585,8738477904167;448,1257515031579;-0,0;0,0;1,0;1,0;-0,0;-0,0
12,0;0,0;607,8435273210141;200,51;0,927029629960714;606,9164976910533;200,51;0,0;-0,0;1,0;1,0;-0,0;-0,0
13,0;0,0;1586,8008774203784;448,1257515031581;0,927029629960714;1585,8738477904176;448,1257515031581;0,0;1,0;-0,0;1,0;-0,0;-0,0
14,0;0,0;1599,0570296299609;451,22580110144224;0,927029629960714;1598,13;451,22580110144224;-0,0;0,0;1,0;1,0;-0,0;-0,0
15,0;0,0;1586,8008774203784;448,1257515031581;0,927029629960714;1585,8738477904176;448,1257515031581;-0,0;-0,0;1,0;1,0;-0,0;-0,0
16,0;0,0;0,9270296299607993;46,99760780009339;0,927029629960714;8,526512829121202E-14;46,99760780009339;-0,0;-0,0;1,0;1,0;-0,0;-0,0
17,0;408,57;1789,7223451829973;654,1969721350406;1004,4343536846812;785,2879914983159;245,62697213504063;1,0;0,0;-0,0;1,0;-0,0;-0,0
18,0;307,63419889855777;2354,6513506139036;758,86;756,5213506139032;1598,13;451,22580110144224;0,0;1,0;0,0;-0,0;0,0;1,0
19,0;0,0;1586,8008774203774;448,1257515031579;0,927029629960714;1585,8738477904167;448,1257515031579;-0,0;0,0;1,0;-0,0;-0,0;1,0
20,0;307,63419889855794;2354,6513506139027;758,86;756,5213506139036;1598,1299999999992;451,2258011014421;-0,0;0,0;1,0;1,0;-0,0;-0,0
21,0;310,7342484968421;2350,009370949566;758,86;764,1355231591493;1585,8738477904167;448,1257515031579;-0,0;0,0;1,0;0,0;-0,0;1,0
22,0;0,0;1599,0570296299609;451,2258011014423;0,927029629960714;1598,13;451,2258011014423;-0,0;0,0;1,0;-0,0;-0,0;1,0
23,0;0,0;607,8435273210144;200,51000000000008;0,927029629960714;606,9164976910537;200,51000000000008;-0,0;-0,0;1,0;1,0;-0,0;-0,0
24,0;307,63419889855777;2354,6513506139036;758,86;756,5213506139032;1598,13;451,22580110144224;0,0;1,0;-0,0;1,0;-0,0;-0,0
25,0;0,0;1586,800877420378;448,12575150315797;0,927029629960714;1585,8738477904171;448,12575150315797;-0,0;0,0;1,0;-0,0;-0,0;1,0
26,0;0,0;0,9270296299604582;46,997607800093306;0,927029629960714;-2,5579538487363607E-13;46,997607800093306;-0,0;0,0;1,0;1,0;-0,0;-0,0
27,0;0,0;0,9270296299607993;46,99760780009339;0,927029629960714;8,526512829121202E-14;46,99760780009339;1,0;-0,0;-0,0;1,0;-0,0;-0,0
28,0;408,57;1789,7223451829973;654,1969721350406;1004,4343536846812;785,2879914983159;245,62697213504063;1,0;0,0;-0,0;1,0;-0,0;-0,0
29,0;0,0;1586,8008774203784;448,12575150315814;0,927029629960714;1585,8738477904176;448,12575150315814;-0,0;1,0;0,0;-0,0;-0,0;1,0
30,0;307,6341988985577;2354,651350613903;758,86;756,521350613903;1598,13;451,2258011014423;-0,0;0,0;1,0;1,0;-0,0;-0,0
31,0;0,0;607,8435273210142;200,51000000000002;0,927029629960714;606,9164976910535;200,51000000000002;-0,0;-0,0;1,0;0,0;-0,0;1,0
32,0;307,6341988985579;2354,651350613903;758,86;756,5213506139035;1598,1299999999997;451,22580110144213;0,0;1,0;-0,0;1,0;-0,0;-0,0
33,0;0,0;1586,8008774203784;448,1257515031581;0,927029629960714;1585,8738477904176;448,1257515031581;-0,0;0,0;1,0;-0,0;-0,0;1,0
34,0;0,0;1599,0570296299609;451,22580110144224;0,927029629960714;1598,13;451,22580110144224;-0,0;0,0;1,0;1,0;-0,0;-0,0
35,0;0,0;0,9270296299607993;46,99760780009339;0,927029629960714;8,526512829121202E-14;46,99760780009339;0,0;-0,0;1,0;1,0;-0,0;-0,0
36,0;0,0;786,2150211282767;245,62697213504063;0,927029629960714;785,2879914983159;245,62697213504063;1,0;0,0;-0,0;1,0;-0,0;-0,0
37,0;0,0;1599,0570296299609;451,22580110144224;0,927029629960714;1598,13;451,22580110144224;0,0;1,0;0,0;1,0;-0,0;-0,0
38,0;0,0;0,9270296299604582;46,997607800093306;0,927029629960714;-2,5579538487363607E-13;46,997607800093306;-0,0;-0,0;1,0;1,0;-0,0;-0,0
39,0;0,0;0,9270296299604582;46,997607800093306;0,927029629960714;-2,5579538487363607E-13;46,997607800093306;1,0;-0,0;-0,0;1,0;-0,0;-0,0
40,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;-0,0;-0,0;1,0;-0,0;-0,0
